node_id,pod_id,cpu_usage,disk_usage,memory_usage,network_in(MB/sec),network_out(MB/sec),node_status,pod_count,node_failure,name_space,cpu_usage_pod,memory_usage_pod,restart_count,pod_status,pod_scheduled_latency(ms),pod_failure,service_name,network_latency,packet_loss(%),api_request_count,api_error_rate(%),network_issue,log_message,event_type,event_reason,service_disruption,timestamp,total_usage
5,13,0.4864864864864865,0.9509018036072143,0.805,0.711,0.049,0,0.16,False,0,0.980980980980981,0.9809045226130653,0.0,1,0.6539577704393076,True,9,0.11722344468893779,0.87,0.11128903122497998,0.4038076152304609,False,24,16,9,True,76,2.242388290093701
3,9,0.5415415415415415,0.6993987975951903,0.938,0.034,0.603,2,0.4,False,3,0.1971971971971972,0.034170854271356785,0.2,6,0.019413589512658865,True,15,0.8029605921184236,0.75,0.9909927942353882,0.7094188376753507,False,3,8,18,False,222,2.178940339136732
1,6,0.4714714714714715,0.7895791583166333,0.325,0.303,0.002,2,0.86,False,1,0.05305305305305305,0.4291457286432161,0.30000000000000004,1,0.4653257280096068,True,0,0.4370874174834967,0.6000000000000001,0.0778622898318655,0.8026052104208418,False,3,11,19,True,173,1.586050629788105
4,10,0.5445445445445446,0.35470941883767537,0.19100000000000003,0.635,0.438,2,0.24,False,0,0.8948948948948949,0.23618090452261306,0.4,9,0.6338436905834085,False,0,0.16963392678535708,0.7200000000000001,0.6343074459567654,0.07314629258517034,False,27,18,9,False,6,1.09025396338222
3,3,0.888888888888889,0.8286573146292585,0.26,0.6609999999999999,0.231,0,0.66,True,13,0.45345345345345345,0.47336683417085423,1.0,2,0.7794456119283499,True,5,0.3028605721144229,0.9199999999999999,0.7069655724579663,0.3517034068136273,False,17,0,2,False,259,1.9775462035181475
3,6,0.8698698698698699,0.9238476953907816,0.594,0.876,0.9840000000000001,0,0.04,True,9,0.6886886886886886,0.2814070351758794,0.2,0,0.5056539577704393,False,5,0.04900980196039208,0.54,0.28022417934347477,0.13927855711422846,True,8,2,23,False,84,2.3877175652606515
3,9,0.8598598598598599,0.6392785571142284,0.8140000000000001,0.774,0.7320000000000001,0,0.44,True,7,0.4954954954954955,0.7065326633165828,0.4,9,0.1331932352646853,False,12,0.50750150030006,0.31000000000000005,0.9179343474779823,0.9408817635270541,True,16,0,26,False,223,2.3131384169740885
5,2,0.4474474474474474,0.8306613226452905,0.5770000000000001,0.49700000000000005,0.07400000000000001,2,0.16,True,17,0.8358358358358359,0.6120603015075377,0.9,2,0.9348543980786551,True,15,0.7809561912382476,0.73,0.5240192153722978,0.22745490981963928,False,25,18,32,False,194,1.855108770092738
5,2,0.5375375375375375,0.23146292585170342,0.75,0.42700000000000005,0.6509999999999999,2,0.42,True,15,0.6406406406406406,0.6381909547738693,0.9,1,0.4608225758030622,False,19,0.2384476895379076,0.97,0.46136909527622094,0.6903807615230462,False,4,19,36,False,90,1.5190004633892409
1,20,0.015015015015015015,0.0531062124248497,0.615,0.946,0.711,0,0.28,True,12,0.7377377377377378,0.8793969849246231,0.2,11,0.1989392574802362,True,10,0.004600920184036807,0.42000000000000004,0.5112089671737389,0.5701402805611223,False,2,0,18,False,26,0.6831212274398647
4,33,0.3683683683683684,0.46593186372745493,0.358,0.613,0.129,0,0.44,True,5,0.7067067067067067,0.18391959798994975,0.4,5,0.706894826378465,True,0,0.5945189037807561,0.6400000000000001,0.47017614091273013,0.0531062124248497,False,0,1,2,True,183,1.1923002320958234
1,4,0.7127127127127127,0.6883767535070141,0.31,0.914,0.84,0,0.16,True,6,0.02002002002002002,0.7195979899497487,0.0,4,0.5415791053737616,False,15,0.6911382276455291,0.9400000000000001,0.8534827862289831,0.7905811623246494,False,16,20,8,False,144,1.7110894662197267
0,2,0.7987987987987989,0.24048096192384769,0.29600000000000004,0.23500000000000001,0.018000000000000002,0,0.58,False,17,0.32632632632632635,0.6331658291457286,0.9,9,0.17762433703592515,True,7,0.2930586117223445,0.9800000000000001,0.4261409127301841,0.8186372745490982,False,0,13,23,False,254,1.3352797607226468
0,4,0.3433433433433433,0.25551102204408815,0.6940000000000001,0.466,0.609,0,0.7000000000000001,True,11,0.45545545545545546,0.38090452261306534,0.0,2,0.0009006304413089165,True,14,0.33586717343468697,0.41,0.7225780624499599,0.7655310621242485,False,21,20,28,True,146,1.2928543653874316
0,1,0.5275275275275275,0.24649298597194388,0.054000000000000006,0.7640000000000001,0.12400000000000001,0,0.92,True,17,0.17917917917917917,0.521608040201005,0.0,6,0.566096267387171,False,6,0.9903980796159232,0.61,0.8775020016012809,0.14529058116232463,True,22,19,9,True,246,0.8280205134994715
4,24,0.17717717717717718,0.1743486973947896,0.8370000000000001,0.5720000000000001,0.429,0,0.14,False,17,0.20520520520520522,0.2170854271356784,0.8,2,0.43680576403482446,False,1,0.7203440688137628,0.12,0.11248999199359487,0.6382765531062125,True,1,8,38,False,269,1.188525874571967
1,9,0.8278278278278278,0.5230460921843687,0.115,0.9590000000000001,0.166,2,0.06,True,11,0.15215215215215214,0.1728643216080402,0.8,8,0.5881116781747223,True,18,0.4764952990598119,0.73,0.044235388310648514,0.7224448897795591,True,8,1,7,True,287,1.4658739200121964
4,4,0.4004004004004004,0.8507014028056111,0.789,0.392,0.878,0,1.0,True,1,0.8878878878878879,0.9678391959798994,0.2,9,0.44170919643750634,False,9,0.4268853770754151,0.8500000000000001,0.2932345876701361,0.9589178356713427,False,16,10,38,True,188,2.0401018032060114
5,29,0.07007007007007006,0.24649298597194388,0.105,0.10400000000000001,0.402,0,0.22,True,8,0.8558558558558559,0.44321608040201005,0.7000000000000001,10,0.09826878815170621,False,16,0.010202040408081616,0.32000000000000006,0.764611689351481,0.26152304609218435,False,11,21,8,True,245,0.42156305604201394
3,29,0.4844844844844845,0.9148296593186372,0.5650000000000001,0.725,0.767,0,0.9400000000000001,False,10,0.036036036036036036,0.9628140703517587,0.9,1,0.8305814069848896,False,15,0.2484496899379876,0.4,0.7073658927141713,0.1663326653306613,False,10,3,24,False,218,1.9643141438031217
3,14,0.4374374374374374,0.49699398797595185,0.7709999999999999,0.315,0.912,1,0.26,False,6,0.5725725725725725,0.1236180904522613,1.0,6,0.10057039927949565,True,9,0.1230246049209842,0.51,0.22297838270616493,0.9909819639278558,False,11,8,32,False,174,1.7054314254133893
1,0,0.035035035035035036,0.2545090180360721,0.9209999999999999,0.976,0.658,1,0.62,True,7,0.5795795795795795,0.21105527638190955,0.8,5,0.915340738516962,False,7,0.46989397879575917,0.15000000000000002,0.6391112890312249,0.3577154308617234,True,9,9,37,False,344,1.2105440530711071
5,7,0.8808808808808808,0.5240480961923848,0.965,0.7290000000000001,0.167,1,0.8,False,15,0.12012012012012012,0.8180904522613064,0.30000000000000004,0,0.6547583308315822,True,3,0.8825765153030606,0.32000000000000006,0.9009207365892713,0.7424849699398798,False,0,11,22,True,64,2.3699289770732657
0,3,0.7497497497497497,0.6032064128256512,0.04,0.379,0.375,0,0.96,False,17,0.24424424424424424,0.68643216080402,0.9,0,0.4494145902131493,False,14,0.7835567113422685,0.6900000000000001,0.37069655724579664,0.03206412825651302,False,17,13,21,True,156,1.392956162575401
2,25,0.44344344344344344,0.8076152304609218,0.532,0.746,0.904,1,0.34,True,6,0.8038038038038038,0.30351758793969846,0.8,5,0.9994996497548284,False,0,0.21364272854570915,0.78,0.28142514011208963,0.24649298597194386,True,12,21,3,True,146,1.7830586739043652
3,11,0.31931931931931934,0.18837675350701402,0.20199999999999999,0.54,0.8009999999999999,1,0.68,False,5,0.2682682682682683,0.1678391959798995,1.0,9,0.16741719203442412,False,10,0.6985397079415883,0.9,0.2942353883106485,0.20140280561122242,True,16,1,34,False,211,0.7096960728263333
0,3,0.11411411411411411,0.03206412825651302,0.966,0.092,0.74,1,0.26,False,13,0.2932932932932933,0.8793969849246231,0.30000000000000004,11,0.5986190333233263,True,9,0.7757551510302061,0.9500000000000001,0.0022017614091273015,0.3837675350701403,True,8,20,34,False,232,1.1121782423706272
0,4,0.5925925925925926,0.9348697394789579,0.239,0.22,0.435,0,0.62,True,1,0.8338338338338338,0.6231155778894473,0.9,0,0.2607825477834485,False,17,0.5635127025405081,0.06,0.015812650120096076,0.17635270541082163,False,3,6,4,True,35,1.7664623320715505
0,14,0.5035035035035035,0.5130260521042084,0.866,0.74,0.128,1,0.88,False,0,0.8218218218218217,0.3015075376884422,0.0,5,0.8121685179625738,False,1,0.14182836567313464,0.06,0.372097678142514,0.6863727454909819,False,3,6,8,False,203,1.8825295556077117
0,14,0.9029029029029029,0.5541082164328657,0.319,0.615,0.794,1,0.12,False,6,0.2982982982982983,0.8633165829145728,0.8,10,0.5658961272891024,False,8,0.23344668933786758,0.2,0.7942353883106484,0.26452905811623245,True,10,7,6,True,246,1.7760111193357686
4,27,0.31931931931931934,0.4789579158316633,0.040999999999999995,0.28500000000000003,0.6990000000000001,2,0.6,True,17,0.011011011011011013,0.18994974874371862,0.2,4,0.24517162013409388,True,11,0.7009401880376075,0.8500000000000001,0.8586869495596476,0.876753507014028,True,11,3,25,True,236,0.8392772351509826
1,4,0.994994994994995,0.2474949899799599,0.023,0.47500000000000003,0.813,1,0.62,False,10,0.5615615615615616,0.7959798994974875,0.4,7,0.788151706194336,True,13,0.378875775155031,0.9400000000000001,0.9527622097678141,1.0,False,10,2,12,True,104,1.2654899849749548
5,12,0.5195195195195196,0.8326653306613225,0.192,0.902,0.8740000000000001,0,0.74,True,4,0.9459459459459459,0.9386934673366834,1.0,5,0.94005804062844,False,0,0.34486897379475895,0.03,0.5338270616493194,0.6392785571142284,True,24,16,28,True,241,1.5441848501808422
5,4,0.11411411411411411,0.9609218436873747,0.053,0.016,0.934,2,0.48,True,3,0.5495495495495495,0.5547738693467336,0.30000000000000004,8,0.6969878915240669,True,17,0.9013802760552111,0.8500000000000001,0.13951160928742995,0.87374749498998,False,25,5,1,False,7,1.1280359578014887
1,16,0.4654654654654655,0.3096192384769539,0.042,0.728,0.963,2,0.14,True,3,0.6486486486486486,0.914572864321608,0.9,9,0.6129290503352347,True,15,0.9315863172634526,0.06999999999999999,0.2355884707766213,0.2895791583166333,False,13,13,32,True,117,0.8170847039424194
3,16,0.8238238238238239,0.7805611222444889,0.276,0.7070000000000001,0.245,2,0.12,True,4,0.46946946946946944,0.4080402010050251,1.0,7,0.8877214049834885,True,7,0.8465693138627726,0.5700000000000001,0.7520016012810247,0.8507014028056112,False,28,15,6,True,215,1.8803849460683129
3,14,0.015015015015015015,0.3476953907815631,0.09,0.946,0.239,2,0.28,False,14,0.1061061061061061,0.5055276381909547,0.30000000000000004,8,0.605924146902832,True,13,0.8855771154230846,0.86,0.4725780624499599,0.0531062124248497,True,21,11,2,False,24,0.45271040579657806
3,2,0.7617617617617618,0.19939879759519039,0.7759999999999999,0.225,0.927,0,0.5,True,7,0.5475475475475475,0.7346733668341708,0.0,11,0.9028319823876714,False,15,0.21084216843368675,0.6000000000000001,0.3564851881505204,0.7464929859719438,False,21,8,27,True,324,1.7371605593569521
4,20,0.964964964964965,0.9058116232464929,0.094,0.281,0.59,2,0.52,False,4,0.5345345345345345,0.08643216080402011,0.2,10,0.5202641849294507,False,0,0.3784756951390278,0.76,0.4371497197758206,0.46092184368737477,True,4,10,20,False,140,1.9647765882114578
